id,source_type,document_title,subject,chapter_title,section_heading,subtopic,chunk_index,chunk_text,question,option_a,option_b,option_c,correct_option,correct_answer_text,explanation,difficulty_level,exam_priority,quality_label,notes
238,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Oops Concepts,Polymorphism,1,"Polymorphism means the ability to take more than one form For example, consider the operation of addition for two numbers, the operation will generate a sum If the operands are strings, then the operation would produce a third string by concatenation A single function name can be used to handle different number and different types of arguments",Which option correctly states the role of Polymorphism?,C language has been designed and developed by Dennis Ritchie at bell laboratories in 1972 The source code for the linix operating system is coded in C.,"Polymorphism means the ability to take more than one form For example, consider the operation of addition for two numbers, the operation will generate a sum If the operands are strings, then the operation...",There are two ways in which we can pass argument to the function (a) call by value(b) call by reference.,B,"Polymorphism means the ability to take more than one form For example, consider the operation of addition for two numbers, the operation will generate a sum If the operands are strings, then the operation...","The correct answer is supported by the chunk on Polymorphism, which states that polymorphism means the ability to take more than one form For example, consider the operation of addition for two numbers, the operation will generate a sum If the operands are strings, then the operation...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
239,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Oops Concepts,Message Communication,1,An object - oriented program consists of a set of object that communicate with each other (1) Creating classes that define objects and their behaviour (2) Creating objects from the class definitions (3) Establishing communication among objects,Which option is correct about Message Communication?,An object - oriented program consists of a set of object that communicate with each other. Creating classes that define objects and their behaviour.,The source program statements should be translated into object programs which is suitable for execution by the computer The translation is done.,"The elements of onedimensional array A, R, R, A, Y are stored from location 4054 to 4058.",A,An object - oriented program consists of a set of object that communicate with each other. Creating classes that define objects and their behaviour.,"The correct answer is supported by the chunk on Message Communication, which states that an object - oriented program consists of a set of object that communicate with each other. Creating classes that define objects and their behaviour.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
240,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Oops Concepts,Example,1,"Message passing involves specifying the name of the object, the name of the function (message) and the information to be sent",Which option is correct about Oops Concepts?,"Message passing involves specifying the name of the object, the name of the function (message) and the information to be sent.","It provides tools for data input, verification storage, retrieval, query and manipulation New categories of data can be added to the database without disrupting the existing system.","Logical NOT 2>9 0 Logical operators are used to combine the results of two or more conditions Program on demonstrate logical operator. #include<stdio.h> #include<conio.h> void main() { int c1,c2,c3; clrscr(); printf('Enter the values of...",A,"Message passing involves specifying the name of the object, the name of the function (message) and the information to be sent.","The correct answer is supported by the chunk on Oops Concepts, which states that message passing involves specifying the name of the object, the name of the function (message) and the information to be sent.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
241,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Classes,Class specification has two parts,1,(1) Class declaration (2) Class function definitions The class declaration describes the type and scope of its members The class function definitions describe how the class functions are implemented General form of a class declaration is,Which option is correct about Class specification has two parts?,The main objective of the requirements analysis is to produce a document that property specifies all requirements of the customers That is called the Software Requirement Specifications (SRS) document is the primary output of...,Class declaration. Class function definitions The class declaration describes the type and scope of its members The class function definitions describe how the class functions are implemented General form of a class declaration is.,"Row 1 X[0][0] X[0][1] X[0][2] Row 2 X[1][0] X[1][1] X[1][2] Row 3 X[2][0] X[2][1] X[2][2] A two-dimensional array is a collection of a number of one-dimensional arrays, which are placed one after another For...",B,Class declaration. Class function definitions The class declaration describes the type and scope of its members The class function definitions describe how the class functions are implemented General form of a class declaration is.,"The correct answer is supported by the chunk on Class specification has two parts, which states that class declaration. Class function definitions The class declaration describes the type and scope of its members The class function definitions describe how the class functions are implemented General form of a class declaration is.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
242,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Classes,Function declarations;,1,} The class declaration is similar to a struct declaration The keyword class specified that what follows is an abstract data of type,Which statement best describes Function declarations;?,} The class declaration is similar to a struct declaration The keyword class specified that what follows is an abstract data of type.,There can be many ways in which the digits can be arranged to form a number.,"C++ was developed by bjarne stroustrup at AT & T bell laboratories in murray hill, new jersey, usa The idea of C++ comes from the c increment operator ++, thereby suggesting that C++ is...",A,} The class declaration is similar to a struct declaration The keyword class specified that what follows is an abstract data of type.,"The correct answer is supported by the chunk on Function declarations;, which states that } The class declaration is similar to a struct declaration The keyword class specified that what follows is an abstract data of type.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
243,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Class - name,,1,Keywords are followed by a colon The members that have been declared as private can be accessed only from within the class,Which option is correct about Class - name?,Keywords are followed by a colon The members that have been declared as private can be accessed only from within the class.,Variable declared can be assigned or initialized using an assignment operator Syntax: Variable - name - constant.,2 are multiplied with result of inner most brackets The answer of 2 * 4 = 8 (c) Then the outer most is evaluated 8 is divided by 8 and gives result 1.,A,Keywords are followed by a colon The members that have been declared as private can be accessed only from within the class.,"The correct answer is supported by the chunk on Class - name, which states that keywords are followed by a colon The members that have been declared as private can be accessed only from within the class.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
244,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Class - name,Class item,1,"{ int number; //variable declaration float cost; //private by default public: void getdata (int a, float b); //functions declaration void putdata (void); //using prototype }; The class item contains two data member and two function members The data members are private by default while both the functions are public by declaration The function getdata () can be used to assign values to the member variables number and cost And putdata () for displaying their values",Which option correctly states the role of Class item?,"{ int number; //private by default float cost; //private by default public: void getdata (int a, float b); //function defined here { cout<<'number:',,number,,'\n'; cout<<'cost:'<<cost<<'\n'; } } //.......Member Function Definition V oid item:: getdata (int...","{ int number; //variable declaration float cost; //private by default public: void getdata (int a, float b); //functions declaration void putdata (void); //using prototype }; The class item contains two data member and two...","It is easier to develop a program from a pseudocode than with a flowchart Often, it is easy to translate pseudocode into a programming language a step which can be accomplished by less experienced...",B,"{ int number; //variable declaration float cost; //private by default public: void getdata (int a, float b); //functions declaration void putdata (void); //using prototype }; The class item contains two data member and two...","The correct answer is supported by the chunk on Class item, which states that { int number; //variable declaration float cost; //private by default public: void getdata (int a, float b); //functions declaration void putdata (void); //using prototype }; The class item contains two data member and two...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
245,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Creating Objects,,1,Remember that the delaration of item as shown above does not define any objects of item,Which option is correct about Creating Objects?,"String 2 is the source string. i.e., The contents of string 2 are assigned to the contents of string 1 Where string 2 may be character array variable or string constant.",Remember that the delaration of item as shown above does not define any objects of item.,"Device drivers are system programs, which are responsible for proper functioning of devices every device, whether it is a printer, monitor, mouse or keyboard, has a driver associated with it per its proper functioning...",B,Remember that the delaration of item as shown above does not define any objects of item.,"The correct answer is supported by the chunk on Creating Objects, which states that remember that the delaration of item as shown above does not define any objects of item.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
246,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Creating Objects,,2,"item x,y,z Objects can also be created when a class is defined by placing their names immediately after the closing brace, as we do in the case of structures",Which statement best describes Creating Objects?,(b) Compilation and linking of a program The source program statements should be translated into object programs which is suitable for execution by the computer.,"Item x,y,z Objects can also be created when a class is defined by placing their names immediately after the closing brace, as we do in the case of structures.","In addition, the changes in the system could directly affect the software operations The software should be developed to accommodate changes that could happen during the post implementation period.",B,"Item x,y,z Objects can also be created when a class is defined by placing their names immediately after the closing brace, as we do in the case of structures.","The correct answer is supported by the chunk on Creating Objects, which states that item x,y,z Objects can also be created when a class is defined by placing their names immediately after the closing brace, as we do in the case of structures.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
247,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Creating Objects,Class item,1,"{.......................................... } x,y,z; would create the objects x,y and z of type item",Which option is correct about Class item?,"An algorithm is defined as a finite sequence of explicit instructions that, when provided with a set of input values, produces an output and then terminates In algorithm, after a finite number of steps...","{.......................................... } x,y,z; would create the objects x,y and z of type item.","Back abc(y) { ………… ………… ………… }. In the above functions, arguments are passed through the calling function.",B,"{.......................................... } x,y,z; would create the objects x,y and z of type item.","The correct answer is supported by the chunk on Class item, which states that {.......................................... } x,y,z; would create the objects x,y and z of type item.",easy,medium,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
248,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Creating Objects,Class item //class declaration,1,"{ int number; //private by default float cost; //private by default public: void getdata (int a, float b); //function defined here { cout<<""number:"",,number,,""\n""; cout<<""cost:""<<cost<<""\n""; } } //.......Member Function Definition V oid item:: getdata (int a, float b) ↓ Scope resolution argument declaration",Which statement best describes Class item //class declaration?,"{ int number; //private by default float cost; //private by default public: void getdata (int a, float b); //function defined here { cout<<'number:',,number,,'\n'; cout<<'cost:'<<cost<<'\n'; } } //.......Member Function Definition V oid item:: getdata (int...","After the first group of objects is created, a5 is created, and the destroyed, a6 is created and then destroyed Note that the objects are destroyed in the reverse order of creation.","The switch() execution When one of the cases satisfies, the statements following it are executed.",A,"{ int number; //private by default float cost; //private by default public: void getdata (int a, float b); //function defined here { cout<<'number:',,number,,'\n'; cout<<'cost:'<<cost<<'\n'; } } //.......Member Function Definition V oid item:: getdata (int...","The correct answer is supported by the chunk on Class item //class declaration, which states that { int number; //private by default float cost; //private by default public: void getdata (int a, float b); //function defined here { cout<<'number:',,number,,'\n'; cout<<'cost:'<<cost<<'\n'; } } //.......Member Function Definition V oid item:: getdata (int...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
249,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Creating Objects,Class name,1,"Main Program.......... main () { item x; //create object x cout<<""\n object x"" <<""\n""; x.getdata (100,299.95); //Call member function x.putdata(0; //Call member function item y; cout<<""\n object y""<<""\n""; y.getdata (200,175.50); y.putdata (); } Output Object x Number: 100 Cost: 299.950012 Object y Number: 200 Cost: 175.5",Which option is correct about Class name?,The identifier Cin is a predefined object in c++ that corresponds to the standard input stream.,"Main Program.......... main () { item x; //create object x cout<<'\n object x' <<'\n'; x.getdata (100,299.95); //Call member function x.putdata(0; //Call member function item y; cout<<'\n object y'<<'\n'; y.getdata (200,175.50); y.putdata (); } Output...",(c) Pointer operator: &: the address of the variable *: the value of the variable (d) Member selection operators: And: these symbols used to access the elements from a structure.,B,"Main Program.......... main () { item x; //create object x cout<<'\n object x' <<'\n'; x.getdata (100,299.95); //Call member function x.putdata(0; //Call member function item y; cout<<'\n object y'<<'\n'; y.getdata (200,175.50); y.putdata (); } Output...","The correct answer is supported by the chunk on Class name, which states that main Program.......... main () { item x; //create object x cout<<'\n object x' <<'\n'; x.getdata (100,299.95); //Call member function x.putdata(0; //Call member function item y; cout<<'\n object y'<<'\n'; y.getdata (200,175.50); y.putdata (); } Output...",hard,high,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
250,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Friend Functions,,1,"A friend function, although not a member function, has full access rights to the private members of the class",Which option is correct about Friend Functions?,"It contains a number of members like structure but it holds only one object at a time union also contains members of types int, float, long, arrays, pointers and so on.","A friend function, although not a member function, has full access rights to the private members of the class.",The constructor is invoked whenever an object of its associated class is create A constructor is declared and defined as follows: // class with a constructer.,B,"A friend function, although not a member function, has full access rights to the private members of the class.","The correct answer is supported by the chunk on Friend Functions, which states that a friend function, although not a member function, has full access rights to the private members of the class.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
251,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Friend Functions,Frined function,1,"#include<iostream.h. class sample { int a; int b; public: void setvalue() [a=25; b=40;] friend float mean (sample s); // frined declared }; float mean (sample s) { return float (s.a+s.b)/2.0; } main() { sample x; // object x x.setvalue (); cout<<""Mean value = "",,mean (x) << ""\n""; } Output Mean value: 32.5",Which option is correct about Frined function?,"The identifier Cin is a predefined object in c++ that corresponds to the standard input stream Here, this stream represents the keyboard.",#include<iostream.h. class sample { int a; int b; public: void setvalue() [a=25; b=40;] friend float mean (sample s); // frined declared }; float mean (sample s) { return float (s.a+s.b)/2.0; } main() { sample...,A presentation is a means of assessment which requires presentation providers to present their work orally in the presence of an qudience It combines both visual and verbal elementns presentation software allows the user...,B,#include<iostream.h. class sample { int a; int b; public: void setvalue() [a=25; b=40;] friend float mean (sample s); // frined declared }; float mean (sample s) { return float (s.a+s.b)/2.0; } main() { sample...,"The correct answer is supported by the chunk on Frined function, which states that #include<iostream.h. class sample { int a; int b; public: void setvalue() [a=25; b=40;] friend float mean (sample s); // frined declared }; float mean (sample s) { return float (s.a+s.b)/2.0; } main() { sample...",hard,high,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
252,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Friend Class,,1,All the member functions of one class as the friend functions of another class The class is called a friend class,Which statement best describes Friend Class?,The answer of 2 * 4 = 8 (c) Then the outer most is evaluated 8 is divided by 8 and gives result 1.,All the member functions of one class as the friend functions of another class The class is called a friend class.,Syntax: puts (char type of array variable); Description: valid ‘c' variable declared as one dimension char type.,B,All the member functions of one class as the friend functions of another class The class is called a friend class.,"The correct answer is supported by the chunk on Friend Class, which states that all the member functions of one class as the friend functions of another class The class is called a friend class.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
253,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Friend Class,Friend class,1,"#include<iostream.h. class ABC; // Forward declaration class xyz { int x; public: void setvalue(inti) {x=i;} friend vois max (XYZ, ABC); }; class ABC { int a; public: void setvalue(int i) {a=i;} friend void max (XYZ, ABC); }; void max (XYZm, ABC n) //Definition of Friend { if(m.x>=n.a) cout<<m.x; else cout<<n.a; } main() {",Which option is correct about Friend class?,"Polymorphism means the ability to take more than one form For example, consider the operation of addition for two numbers, the operation will generate a sum If the operands are strings, then the operation...","Program to print n numbers using for…..loop structure. #include<stdio.h> #include<conio.h> void main() { int i, n; clrscr(); printf('Enter the number:'); scanf('%d',&n); for(i=0;i<n;i++) { printf('the numbers are %d\n',i); } getch(); } Output.","#include<iostream.h. class ABC; // Forward declaration class xyz { int x; public: void setvalue(inti) {x=i;} friend vois max (XYZ, ABC); }; class ABC { int a; public: void setvalue(int i) {a=i;} friend void max...",C,"#include<iostream.h. class ABC; // Forward declaration class xyz { int x; public: void setvalue(inti) {x=i;} friend vois max (XYZ, ABC); }; class ABC { int a; public: void setvalue(int i) {a=i;} friend void max...","The correct answer is supported by the chunk on Friend class, which states that #include<iostream.h. class ABC; // Forward declaration class xyz { int x; public: void setvalue(inti) {x=i;} friend vois max (XYZ, ABC); }; class ABC { int a; public: void setvalue(int i) {a=i;} friend void max...",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
254,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Constructions,,1,A constructor is a special member function whose tasic is to initialize the objects of its class,Which statement best describes Constructions?,"The element of an array are stored in continuous memory location The element of onedimensional array A,R,R,A,Y, are stored from location 4054 to 4058 (b) Two Dimensional Array A two dimensional array can be...",A constructor is a special member function whose tasic is to initialize the objects of its class.,"The block diagram of the computer system have the following three units, each functional unit corresponds to their basic operations performed as described in details.",B,A constructor is a special member function whose tasic is to initialize the objects of its class.,"The correct answer is supported by the chunk on Constructions, which states that a constructor is a special member function whose tasic is to initialize the objects of its class.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
255,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Constructions,Class integer,1,"{ int m,n; public: integer (void); // contructor declared...................... }; integer:: integer (void) //contructor defined { m=0; n=0; }",Which statement best describes Class integer?,(a) Arithmetic operators (b) Relational operators (c) Logical operators (d) Assignment operators (e) Increment and decrement operator (f) Conditional operators (g) Bitwise operators (h) Special operator.,"Application software may consist of a single program, such as Microsoft notepad it may also consist of a collection of programs often called a software package which work together to accompush a task, such...","{ int m,n; public: integer (void); // contructor declared...................... }; integer:: integer (void) //contructor defined { m=0; n=0; }.",C,"{ int m,n; public: integer (void); // contructor declared...................... }; integer:: integer (void) //contructor defined { m=0; n=0; }.","The correct answer is supported by the chunk on Class integer, which states that { int m,n; public: integer (void); // contructor declared...................... }; integer:: integer (void) //contructor defined { m=0; n=0; }.",hard,high,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
256,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Constructions,Class with Constructor,1,"#include<iostream.h> class integer { int m,n; public: integer(Int, int); //constructor declared void display(void) { cout<<""m=""<<m<<""\n""; cout<<""n=""<<n<<""\n""; } }; integer:: integer (int x, int y) //constructer defined { m=x; n=y; } main() { integer Int1 (0,100); integer Int2 (25, 75); cout<<""\n object1 '<<""\n"";",Which statement best describes Class with Constructor?,"Its speed of processing data is in between that of a mainframe and a micro computes, generally, it is used as desktop device that is often connected to a mainframe in order to perform...","#include<iostream.h> class integer { int m,n; public: integer(Int, int); //constructor declared void display(void) { cout<<'m='<<m<<'\n'; cout<<'n='<<n<<'\n'; } }; integer:: integer (int x, int y) //constructer defined { m=x; n=y; } main() { integer Int1...","(a) Problem must be analysed thoraghly, (b) Solution method is broken down into a sequence of small tasks (c) Based on this analysis an algoritham must be prepared to solve the problem (d) The...",B,"#include<iostream.h> class integer { int m,n; public: integer(Int, int); //constructor declared void display(void) { cout<<'m='<<m<<'\n'; cout<<'n='<<n<<'\n'; } }; integer:: integer (int x, int y) //constructer defined { m=x; n=y; } main() { integer Int1...","The correct answer is supported by the chunk on Class with Constructor, which states that #include<iostream.h> class integer { int m,n; public: integer(Int, int); //constructor declared void display(void) { cout<<'m='<<m<<'\n'; cout<<'n='<<n<<'\n'; } }; integer:: integer (int x, int y) //constructer defined { m=x; n=y; } main() { integer Int1...",hard,high,review,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
257,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Destructors,,1,"A destructor, as the name implies, is used to destroy the objects that have been created by a constructor Like a constructor, the destructor is a member function whose name is the some as the class name but is preceded by a tilde",Which statement best describes Destructors?,"(c) Example: int n; scanf('%d',&n); The printf () function (a) Syntax: print f( control string ', var1, var2, varn); (b) Description: Control string is any of the following (a) Format code character (b) Execution...","Program using increment and decrement. #include<stdio.h> #include<conio.h> void main() { int i,j,k; clrscr(); i=3; j=4; k=i++ + --j; printf('\n i=%d, j=%d, k=%d',i,j,k); getch(); }.","A destructor, as the name implies, is used to destroy the objects that have been created by a constructor Like a constructor, the destructor is a member function whose name is the some as...",C,"A destructor, as the name implies, is used to destroy the objects that have been created by a constructor Like a constructor, the destructor is a member function whose name is the some as...","The correct answer is supported by the chunk on Destructors, which states that a destructor, as the name implies, is used to destroy the objects that have been created by a constructor Like a constructor, the destructor is a member function whose name is the some as...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
258,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Destructors,No of object created 5,1,No. of object destroyed 5 Enter block2 No.of object created 5 No. of object destroyed 5 Re-enter main No.of object destroyed 4 No. of object destroyed 3 No. of object destroyed 2,Which option is correct about No of object created 5?,No. of object destroyed 5 Enter block2 No.of object created 5 No. of object destroyed 5 Re-enter main No.of object destroyed 4 No. of object destroyed 3 No. of object destroyed 2.,"A program is a set of instruction written to carryout a particular task, so that computer can follow them To solve the problem using the computers we must follow the steps below.","The elements of onedimensional array A, R, R, A, Y are stored from location 4054 to 4058 The element of an array are stored in continuous memory location The element of onedimensional array A,R,R,A,Y...",A,No. of object destroyed 5 Enter block2 No.of object created 5 No. of object destroyed 5 Re-enter main No.of object destroyed 4 No. of object destroyed 3 No. of object destroyed 2.,"The correct answer is supported by the chunk on No of object created 5, which states that no. of object destroyed 5 Enter block2 No.of object created 5 No. of object destroyed 5 Re-enter main No.of object destroyed 4 No. of object destroyed 3 No. of object destroyed 2.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
259,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To C++,Destructors,No. of object destroyed 1,1,"After the first group of objects is created, a5 is created, and the destroyed, a6 is created and then destroyed Note that the objects are destroyed in the reverse order of creation",Which statement best describes No. of object destroyed 1?,"Changing font types and font size Using the font dialog box we can change font style, font size, underlying blod italic styles and color of selected text Font Tab: Click the font tab to...","After the first group of objects is created, a5 is created, and the destroyed, a6 is created and then destroyed Note that the objects are destroyed in the reverse order of creation.",It puts all other program files and function together that are required by the program.,B,"After the first group of objects is created, a5 is created, and the destroyed, a6 is created and then destroyed Note that the objects are destroyed in the reverse order of creation.","The correct answer is supported by the chunk on No. of object destroyed 1, which states that after the first group of objects is created, a5 is created, and the destroyed, a6 is created and then destroyed Note that the objects are destroyed in the reverse order of creation.",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
260,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Introduction,Applications,2,"The applications domain of a computer depends totally on human creativity and imagination it covers a huge area of applications including education, industries, government medicine, scientific research, low and even music and arts",Which option is correct about Introduction To Computer?,"The applications domain of a computer depends totally on human creativity and imagination it covers a huge area of applications including education, industries, government medicine, scientific research, low and even music and arts.","This development made computers smaller in size, reliable and efficient Instead of punched cards and printouts, users interacted with third generation computers through keyboards and monitors and interfaced with operating system For example: NCR...","Occupies 4 bytes in memory Occupies 8 bytes in memory Range: -32,768 to 32,767 Range: 1.7e-308 to 1.7e+308 Format specifies is %f Format specifies is %lf Example: Float a. Example: Double y.",A,"The applications domain of a computer depends totally on human creativity and imagination it covers a huge area of applications including education, industries, government medicine, scientific research, low and even music and arts.","The correct answer is supported by the chunk on Introduction To Computer, which states that the applications domain of a computer depends totally on human creativity and imagination it covers a huge area of applications including education, industries, government medicine, scientific research, low and even music and arts.",medium,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
261,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Characteristics Of Computer,Speed,2,"Computer process data at an extremely fast rate - millions of instructions per second in few seconds, a computer can perform a huge task that a normal human being may take days or even years to complete The speed of a computer is calculated in Mhz",Which statement best describes Speed?,& Bitwise AND | Bitwise OR ^ Bitwise XOR << Shift left >> Shift right ~ One's complement Truth Table for ‘&' Bitwise AND & 0 1 0 0 0 1 0 1 Example...,"Computer process data at an extremely fast rate - millions of instructions per second in few seconds, a computer can perform a huge task that a normal human being may take days or even...",Comments are nothing but same kind of statement which are placed between the delimiters logo.,B,"Computer process data at an extremely fast rate - millions of instructions per second in few seconds, a computer can perform a huge task that a normal human being may take days or even...","The correct answer is supported by the chunk on Speed, which states that computer process data at an extremely fast rate - millions of instructions per second in few seconds, a computer can perform a huge task that a normal human being may take days or even...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
262,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Characteristics Of Computer,Accuracy,2,The level of accuracy depends an the instructions and the type of machine being used,Which option is correct about Accuracy?,The level of accuracy depends an the instructions and the type of machine being used.,"Mini computers are usually multi-user systems, so these are used in interactive applications in industries, research organisations colleges and universities.","This device allowed users to do calculations using a system of sliding beads arranged on a rack With the passage of time, many computing devices such as Napier bones and slide rule were invented.",A,The level of accuracy depends an the instructions and the type of machine being used.,"The correct answer is supported by the chunk on Accuracy, which states that the level of accuracy depends an the instructions and the type of machine being used.",easy,medium,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
263,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Characteristics Of Computer,Versatility,2,"It can perform multiple taks simultaneously with great ease For example, at one moment it can be used to draft a letter, another moment it can be used to play music an in between, one can print a document as well All this work is possible by changing the program",Which statement best describes Versatility?,"Write a program to compare two strings upto specified length. #include<stdio.h> #include<conio.h> #include<string.h> void main() { charsr[10],tar[10]; intn,diff; clrscr(); printf('Enter string. :'); gets(sr); printf('Enter string. :'); gets(tar); printf('\n Enter length up to which comparison...",Printf Count<< The iostream.h file # include < iostream.h> Some old versions of C++ use a header file called stream.h.,"It can perform multiple taks simultaneously with great ease For example, at one moment it can be used to draft a letter, another moment it can be used to play music an in between...",C,"It can perform multiple taks simultaneously with great ease For example, at one moment it can be used to draft a letter, another moment it can be used to play music an in between...","The correct answer is supported by the chunk on Versatility, which states that it can perform multiple taks simultaneously with great ease For example, at one moment it can be used to draft a letter, another moment it can be used to play music an in between...",hard,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
264,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Characteristics Of Computer,Resource sharing,2,"It made the sharing of costly resources like printer possible Apart from device sharing data and information can also be shared among group of computers, thus creating a large information and knowledge base",Which option is correct about Resource sharing?,"The use of words and phrases in pseudocode, which are in line with basic computer operations, simplifier the translation from the pseudocode algorithm to a specific programming language Its simple structure and readability makes...",The class body contains the declaration of variable and functions These functions and variable are collectively called members.,"It made the sharing of costly resources like printer possible Apart from device sharing data and information can also be shared among group of computers, thus creating a large information and knowledge base.",C,"It made the sharing of costly resources like printer possible Apart from device sharing data and information can also be shared among group of computers, thus creating a large information and knowledge base.","The correct answer is supported by the chunk on Resource sharing, which states that it made the sharing of costly resources like printer possible Apart from device sharing data and information can also be shared among group of computers, thus creating a large information and knowledge base.",medium,high,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
265,pdf_chunk,BCS101 - FOCP,Fundamentals of Computing and Programming,Introduction To Computer,Evolution Of Computers,,2,"With the passage of time, many computing devices such as Napier bones and slide rule were invented",Which option is correct about Evolution Of Computers?,"With the passage of time, many computing devices such as Napier bones and slide rule were invented.","Application software ranges from games, calculators and word processors document creating programs to programs that 'paint' images on screen (image editors) some of the most commonly used application software are discussed below.",Choose the Find and Replace option from the Edit menu or press CTRL+F. The find and replace dialog box appears.,A,"With the passage of time, many computing devices such as Napier bones and slide rule were invented.","The correct answer is supported by the chunk on Evolution Of Computers, which states that with the passage of time, many computing devices such as Napier bones and slide rule were invented.",easy,low,good,Three-option MCQ aligned to the important-topic-first quiz flow; distractors are drawn from other grounded chunks.
